# blastp
# Iteration: 0
# Query: seq5001
# RID: 2NUJ59J2013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
seq5001	CAK8673375.1	44.444	63	34	1	1	62	24	86	7.50e-09	62.0	66.67
seq5001	MFT5423489.1	48.387	62	32	0	1	62	5	66	1.50e-08	60.8	62.90
seq5001	XP_002122089.1	42.857	63	35	1	1	62	25	87	4.26e-08	59.7	63.49
seq5001	HEB60208.1	45.161	62	34	0	1	62	5	66	7.06e-08	58.9	62.90
seq5001	MCC6284804.1	45.161	62	34	0	1	62	5	66	8.75e-08	58.9	61.29
seq5001	WP_012806539.1	41.270	63	36	1	1	62	2	64	9.02e-08	57.0	60.32
seq5001	MCA9386058.1	40.323	62	37	0	1	62	5	66	9.12e-08	58.9	62.90
seq5001	XP_048389955.1	44.444	63	34	1	1	62	24	86	1.44e-07	58.2	63.49
seq5001	MFW5702917.1	43.548	62	35	0	1	62	9	70	1.53e-07	58.2	62.90
seq5001	WP_067968264.1	42.857	63	35	1	1	62	10	72	1.69e-07	58.2	65.08
seq5001	MCX5663829.1	41.935	62	36	0	1	62	4	65	1.82e-07	57.8	61.29
seq5001	SCV69125.1	46.774	62	33	0	1	62	32	93	1.93e-07	57.8	62.90
seq5001	MGE5698130.1	42.857	63	35	1	1	62	10	72	1.97e-07	57.8	65.08
seq5001	XP_062907959.1	44.444	63	34	1	1	62	24	86	2.35e-07	57.8	63.49
seq5001	KAI0472761.1	44.444	63	34	1	1	62	23	85	2.37e-07	57.8	60.32
seq5001	RJP74630.1	41.270	63	36	1	1	62	5	67	2.40e-07	57.8	61.90
seq5001	SCZ97656.1	46.774	62	33	0	1	62	32	93	2.56e-07	57.4	62.90
seq5001	KDE08015.1	46.774	62	33	0	1	62	32	93	2.61e-07	57.4	62.90
seq5001	WP_163915665.1	44.444	63	34	1	1	62	5	67	2.86e-07	57.4	61.90
seq5001	SGY73050.1	46.774	62	33	0	1	62	32	93	2.97e-07	57.4	62.90
seq5001	GMH37574.1	44.262	61	34	0	2	62	97	157	2.97e-07	57.4	59.02
seq5001	WP_084883680.1	38.710	62	38	0	1	62	5	66	3.02e-07	57.4	62.90
seq5001	MFZ4643637.1	41.935	62	36	0	1	62	4	65	3.03e-07	57.0	59.68
seq5001	WMH56623.1	44.444	63	34	1	1	62	5	67	3.19e-07	55.1	66.67
seq5001	XP_030065386.1	46.032	63	33	1	1	62	25	87	3.26e-07	57.4	63.49
seq5001	XP_037085650.1	44.444	63	34	1	1	62	26	88	3.33e-07	57.4	68.25
seq5001	KAK0077729.1	46.032	63	33	1	1	62	26	88	3.39e-07	57.4	63.49
seq5001	WP_369715502.1	41.270	63	36	1	1	62	2	64	3.41e-07	55.5	60.32
seq5001	MEI7876934.1	38.710	62	38	0	1	62	5	66	4.08e-07	57.0	64.52
seq5001	MEI6879174.1	41.935	62	36	0	1	62	4	65	4.10e-07	57.0	61.29
seq5001	XP_029462329.1	46.032	63	33	1	1	62	10	72	4.23e-07	57.0	63.49
seq5001	OGK51300.1	42.623	61	35	0	2	62	5	65	4.64e-07	56.6	62.30
seq5001	MAI67034.1	40.323	62	37	0	1	62	89	150	5.01e-07	56.6	59.68
seq5001	XP_029462328.1	46.032	63	33	1	1	62	25	87	5.02e-07	56.6	63.49
seq5001	XP_033802791.1	46.032	63	33	1	1	62	24	86	5.17e-07	56.6	63.49
seq5001	MCH8824905.1	38.710	62	38	0	1	62	6	67	5.17e-07	56.6	64.52
seq5001	KAH9498789.1	46.032	63	33	1	1	62	26	88	5.76e-07	56.6	61.90
seq5001	WP_214091415.1	42.857	63	35	1	1	62	10	72	5.81e-07	56.6	65.08
seq5001	MDG1137784.1	40.323	62	37	0	1	62	6	67	6.06e-07	53.5	59.68
seq5001	MEY4280302.1	41.270	63	36	1	1	62	10	72	6.32e-07	54.7	63.49
seq5001	RZC40102.1	46.032	63	33	1	1	62	8	70	6.44e-07	56.2	61.90
seq5001	GAA5830294.1	41.935	62	36	0	1	62	24	85	6.49e-07	56.6	59.68
seq5001	KAH9508018.1	46.032	63	33	1	1	62	26	88	6.54e-07	56.2	61.90
seq5001	HZQ33800.1	41.270	63	36	1	1	62	10	72	7.34e-07	56.2	61.90
seq5001	MEY4821681.1	38.710	62	38	0	1	62	5	66	7.53e-07	55.5	64.52
seq5001	GAA6009049.1	41.935	62	36	0	1	62	24	85	8.62e-07	56.2	61.29
seq5001	HSA06900.1	40.323	62	37	0	1	62	5	66	8.72e-07	56.2	61.29
seq5001	WMH56653.1	44.444	63	34	1	1	62	4	66	9.38e-07	53.9	65.08
seq5001	WMH56460.1	44.444	63	34	1	1	62	4	66	9.79e-07	53.9	65.08
seq5001	WMH56609.1	44.444	63	34	1	1	62	7	69	1.00e-06	53.9	65.08
seq5001	WMH56611.1	44.444	63	34	1	1	62	5	67	1.01e-06	53.9	65.08
seq5001	MDI9403697.1	41.935	62	36	0	1	62	5	66	1.01e-06	55.8	61.29
seq5001	WMH57006.1	44.444	63	34	1	1	62	5	67	1.04e-06	53.9	65.08
seq5001	ORY72570.1	40.323	62	37	0	1	62	25	86	1.07e-06	55.8	61.29
seq5001	WMH56389.1	44.444	63	34	1	1	62	7	69	1.07e-06	53.9	65.08
seq5001	WMH56464.1	44.444	63	34	1	1	62	5	67	1.08e-06	53.9	65.08
seq5001	MCV5527042.1	38.710	62	38	0	1	62	5	66	1.09e-06	52.4	59.68
seq5001	WMH56610.1	42.857	63	35	1	1	62	5	67	1.09e-06	53.5	66.67
seq5001	MDK2857174.1	38.710	62	38	0	1	62	7	68	1.24e-06	55.5	61.29
seq5001	WP_204590208.1	41.935	62	36	0	1	62	5	66	1.25e-06	55.5	58.06
seq5001	WMH56428.1	44.444	63	34	1	1	62	5	67	1.26e-06	53.1	63.49
seq5001	WMH57018.1	44.444	63	34	1	1	62	5	67	1.27e-06	53.1	63.49
seq5001	WMH56356.1	44.444	63	34	1	1	62	5	67	1.39e-06	53.5	63.49
seq5001	WMH56213.1	46.032	63	33	1	1	62	8	70	1.41e-06	53.5	65.08
seq5001	WMH56355.1	44.444	63	34	1	1	62	5	67	1.47e-06	53.5	63.49
seq5001	WMH57001.1	44.444	63	34	1	1	62	5	67	1.47e-06	53.5	63.49
seq5001	WMH57405.1	42.857	63	35	1	1	62	14	76	1.54e-06	53.1	65.08
seq5001	MFT4592599.1	37.097	62	39	0	1	62	6	67	1.63e-06	55.1	62.90
seq5001	MDE1037218.1	37.097	62	39	0	1	62	6	67	1.64e-06	55.1	62.90
seq5001	WMH56117.1	46.032	63	33	1	1	62	14	76	1.66e-06	53.5	65.08
