# blastp
# Iteration: 0
# Query: seq5001
# RID: 2NUHGZSW013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 48 hits found
seq5001	TSC89258.1	48.000	50	24	1	3	52	7	54	0.002	46.2	58.00
seq5001	RPI91462.1	47.059	51	27	0	2	52	9	59	0.002	45.8	58.82
seq5001	RPI96809.1	47.059	51	27	0	2	52	9	59	0.003	45.8	58.82
seq5001	OGZ58802.1	44.000	50	28	0	3	52	8	57	0.003	45.4	56.00
seq5001	MBU0732433.1	48.000	50	24	1	3	52	8	55	0.004	45.1	58.00
seq5001	HGT2643475.1	42.000	50	27	1	3	52	9	56	0.005	44.3	60.00
seq5001	MGE5462260.1	46.000	50	27	0	3	52	11	60	0.006	43.9	58.00
seq5001	MCJ7585275.1	43.750	48	27	0	3	50	10	57	0.009	44.3	62.50
seq5001	MFA5767825.1	46.000	50	24	1	3	52	8	54	0.009	43.1	54.00
seq5001	MBU0647558.1	42.000	50	29	0	3	52	8	57	0.010	44.3	58.00
seq5001	MCK5606298.1	42.000	50	29	0	3	52	7	56	0.010	43.9	60.00
seq5001	WP_211688133.1	42.000	50	29	0	3	52	125	174	0.010	43.9	62.00
seq5001	MFA5502627.1	50.000	48	22	1	3	50	14	59	0.011	42.4	58.33
seq5001	CAK0750425.1	42.000	50	29	0	3	52	34	83	0.011	43.9	62.00
seq5001	MFZ5392236.1	40.816	49	29	0	4	52	9	57	0.013	43.9	61.22
seq5001	MDD5406845.1	45.833	48	24	1	3	50	14	59	0.017	41.6	60.42
seq5001	MDO8524025.1	48.000	50	23	1	3	52	6	52	0.020	43.1	56.00
seq5001	GKS66469.1	42.000	50	29	0	3	52	111	160	0.021	42.7	60.00
seq5001	WP_045097881.1	40.000	50	28	1	3	52	9	56	0.021	42.7	60.00
seq5001	MDD5144873.1	44.000	50	25	1	3	52	7	53	0.021	43.1	62.00
seq5001	MBS3925835.1	42.000	50	29	0	3	52	126	175	0.022	42.7	60.00
seq5001	MBS3921737.1	42.000	50	29	0	3	52	126	175	0.022	42.7	60.00
seq5001	KKT92633.1	46.939	49	24	1	4	52	8	54	0.022	43.1	57.14
seq5001	QLH10998.1	42.000	50	29	0	3	52	126	175	0.022	42.7	60.00
seq5001	TSC75701.1	48.000	50	23	1	3	52	7	53	0.024	43.1	56.00
seq5001	WP_327441451.1	42.000	50	29	0	3	52	111	160	0.024	42.7	60.00
seq5001	WP_007550340.1	42.000	50	29	0	3	52	111	160	0.024	42.7	60.00
seq5001	RJQ13641.1	46.000	50	24	1	3	52	9	55	0.026	42.7	56.00
seq5001	MEX1112716.1	46.939	49	24	1	4	52	8	54	0.027	42.7	57.14
seq5001	TSC75257.1	46.000	50	25	1	3	52	8	55	0.027	42.7	56.00
seq5001	MCV0412372.1	42.000	50	29	0	3	52	126	175	0.028	42.4	60.00
seq5001	WP_297464556.1	42.000	50	29	0	3	52	111	160	0.029	42.4	60.00
seq5001	MGC8479529.1	42.000	50	29	0	3	52	8	57	0.030	42.7	58.00
seq5001	MDD3399655.1	46.000	50	24	1	3	52	8	54	0.031	42.7	54.00
seq5001	MEX1113487.1	38.000	50	31	0	3	52	10	59	0.031	41.6	56.00
seq5001	MCF6765781.1	36.538	52	31	1	2	53	8	57	0.033	42.4	61.54
seq5001	MGE5378088.1	46.000	50	27	0	3	52	11	60	0.035	42.7	56.00
seq5001	MFZ3054952.1	46.000	50	25	1	3	52	8	55	0.040	42.4	56.00
seq5001	DAB27508.1	38.462	52	32	0	2	53	8	59	0.042	41.6	59.62
seq5001	PIW34830.1	40.000	50	30	0	3	52	26	75	0.042	40.8	58.00
seq5001	MDQ5889684.1	44.000	50	26	1	3	52	8	55	0.042	42.4	58.00
seq5001	HEY4483602.1	44.000	50	26	1	3	52	8	55	0.042	42.4	58.00
seq5001	MBE0682857.1	44.000	50	28	0	3	52	11	60	0.043	42.4	58.00
seq5001	KAJ3209701.1	47.170	53	25	2	3	52	6	58	0.045	42.4	62.26
seq5001	MGB8981671.1	42.000	50	29	0	3	52	10	59	0.046	42.4	60.00
seq5001	NCP16191.1	42.000	50	29	0	3	52	10	59	0.047	42.4	62.00
seq5001	MFH0739704.1	46.000	50	24	1	3	52	6	52	0.050	42.0	56.00
seq5001	MBI2293770.1	44.000	50	28	0	3	52	9	58	0.050	42.0	54.00
# blastp
# Iteration: 0
# Query: seq5253
# RID: 2NUHGZSW013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
seq5253	NOQ85795.1	50.943	53	26	0	1	53	7	59	8.84e-10	60.1	67.92
seq5253	WP_015947552.1	51.852	54	26	0	1	54	4	57	2.43e-09	62.4	68.52
seq5253	MCK5186181.1	50.943	53	26	0	1	53	11	63	2.85e-09	59.3	67.92
seq5253	MFM7558242.1	48.148	54	28	0	1	54	7	60	4.98e-09	57.8	70.37
seq5253	WP_083610798.1	50.943	53	26	0	1	53	4	56	5.81e-09	61.2	67.92
seq5253	MEG2247657.1	48.148	54	28	0	1	54	7	60	1.30e-08	56.6	66.67
seq5253	MEY3075867.1	48.148	54	28	0	1	54	8	61	1.61e-08	56.6	66.67
