# blastp
# Iteration: 0
# Query: seq5001
# RID: 1H9PWGY5013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
seq5001	WP_379783929.1	57.143	56	24	0	2	57	7	62	3.52e-14	71.2	75.00
seq5001	MYW21844.1	57.143	56	24	0	2	57	6	61	5.88e-14	71.2	76.79
seq5001	WP_365474235.1	57.143	56	24	0	2	57	6	61	5.95e-14	70.9	76.79
seq5001	HNJ45746.1	55.357	56	25	0	2	57	7	62	6.15e-14	70.9	80.36
seq5001	WP_003690167.1	45.614	57	31	0	1	57	7	63	9.73e-14	70.5	75.44
seq5001	MER3482998.1	44.828	58	32	0	2	59	7	64	1.34e-13	69.7	75.86
seq5001	HNK54537.1	55.357	56	25	0	2	57	7	62	2.16e-13	70.1	80.36
seq5001	PKM07445.1	58.929	56	23	0	2	57	7	62	2.28e-13	73.6	76.79
seq5001	MFA7322236.1	53.571	56	26	0	2	57	7	62	2.46e-13	69.3	71.43
seq5001	WP_373779470.1	48.214	56	29	0	2	57	8	63	2.57e-13	70.9	82.14
seq5001	WP_311336539.1	48.214	56	29	0	2	57	6	61	2.66e-13	69.3	76.79
seq5001	HNL43126.1	55.357	56	25	0	2	57	7	62	2.78e-13	70.5	80.36
seq5001	MBQ9594639.1	48.214	56	29	0	2	57	7	62	2.82e-13	68.9	76.79
seq5001	WP_017909163.1	53.571	56	26	0	2	57	7	62	3.20e-13	69.7	71.43
seq5001	HNI85580.1	55.357	56	25	0	2	57	7	62	3.29e-13	70.5	80.36
seq5001	MDZ4350724.1	58.929	56	23	0	2	57	7	62	3.82e-13	73.2	75.00
seq5001	MEO5629884.1	52.632	57	27	0	2	58	7	63	3.88e-13	68.6	70.18
seq5001	WP_267120354.1	53.571	56	26	0	2	57	7	62	4.02e-13	69.7	71.43
seq5001	WP_267115882.1	53.571	56	26	0	2	57	7	62	4.28e-13	69.3	71.43
seq5001	RZA19793.1	54.386	57	26	0	2	58	7	63	4.50e-13	68.9	70.18
seq5001	WP_017912777.1	53.571	56	26	0	2	57	7	62	4.65e-13	69.3	71.43
seq5001	WP_010341350.1	53.571	56	26	0	2	57	7	62	5.07e-13	69.3	71.43
seq5001	MCG6118049.1	57.895	57	24	0	2	58	7	63	6.29e-13	72.4	73.68
seq5001	WP_091238150.1	57.895	57	24	0	2	58	7	63	6.56e-13	72.4	73.68
seq5001	RYZ70850.1	50.877	57	28	0	2	58	7	63	6.59e-13	67.8	71.93
seq5001	WP_298855086.1	57.895	57	24	0	2	58	7	63	6.95e-13	72.4	73.68
seq5001	WP_017916517.1	53.571	56	26	0	2	57	7	62	7.20e-13	69.3	71.43
seq5001	WP_181687647.1	50.877	57	28	0	2	58	7	63	7.63e-13	67.4	68.42
seq5001	WP_189926544.1	57.143	56	24	0	2	57	6	61	8.28e-13	72.4	78.57
seq5001	WP_181687806.1	50.877	57	28	0	2	58	7	63	8.30e-13	67.8	68.42
seq5001	WP_181727963.1	50.877	57	28	0	2	58	7	63	8.45e-13	67.8	68.42
seq5001	MFN7784699.1	57.895	57	24	0	2	58	7	63	8.63e-13	72.0	73.68
seq5001	WP_359070983.1	57.143	56	24	0	2	57	6	61	8.71e-13	72.4	78.57
seq5001	ERI60317.1	53.571	56	26	0	2	57	7	62	9.76e-13	69.3	71.43
seq5001	MFM7354335.1	49.123	57	29	0	2	58	6	62	1.00e-12	67.4	71.93
seq5001	WP_395793712.1	57.895	57	24	0	2	58	7	63	1.05e-12	72.0	71.93
seq5001	WP_409616159.1	57.143	56	24	0	2	57	7	62	1.05e-12	72.0	73.21
seq5001	WP_183946945.1	57.143	56	24	0	2	57	7	62	1.11e-12	72.0	73.21
seq5001	WP_181689677.1	50.877	57	28	0	2	58	7	63	1.19e-12	67.4	68.42
seq5001	WP_384866982.1	55.357	56	25	0	2	57	6	61	1.40e-12	68.6	76.79
seq5001	WP_008273792.1	54.386	57	26	0	2	58	6	62	1.43e-12	72.0	73.68
seq5001	MDD1634461.1	53.571	56	26	0	2	57	7	62	1.74e-12	68.2	73.21
seq5001	MFN4148422.1	48.214	56	29	0	2	57	7	62	1.77e-12	66.6	75.00
seq5001	WP_274070910.1	57.143	56	24	0	2	57	7	62	1.90e-12	71.2	73.21
seq5001	WP_238746294.1	57.143	56	24	0	2	57	7	62	2.00e-12	71.2	73.21
seq5001	MBA4697325.1	53.571	56	26	0	2	57	7	62	2.01e-12	71.6	76.79
