# blastp
# Iteration: 0
# Query: seq5001
# RID: 23ESX7US013
# Database: nr
# blastp
# Iteration: 0
# Query: seq7980
# RID: 23ESX7US013
# Database: nr
# blastp
# Iteration: 0
# Query: seq10960
# RID: 23ESX7US013
# Database: nr
# blastp
# Iteration: 0
# Query: seq13940
# RID: 23ESX7US013
# Database: nr
# blastp
# Iteration: 0
# Query: seq16920
# RID: 23ESX7US013
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 65 hits found
seq16920	MBE7415300.1	42.000	50	29	0	3	52	8	57	0.001	46.6	66.00
seq16920	WKZ33575.1	40.000	50	30	0	3	52	9	58	0.002	46.6	66.00
seq16920	NEO97862.1	39.216	51	31	0	3	53	9	59	0.003	45.8	60.78
seq16920	PIU53921.1	35.294	51	33	0	3	53	6	56	0.003	45.8	64.71
seq16920	MDO9530935.1	35.849	53	34	0	3	55	6	58	0.006	45.1	64.15
seq16920	HLD47168.1	35.294	51	33	0	3	53	6	56	0.006	45.1	66.67
seq16920	MBU4231564.1	35.849	53	34	0	3	55	6	58	0.006	45.1	64.15
seq16920	MDO9071360.1	35.849	53	34	0	3	55	6	58	0.006	45.1	64.15
seq16920	MCJ7818496.1	33.962	53	35	0	3	55	6	58	0.007	45.1	64.15
seq16920	MBW7957674.1	38.000	50	31	0	3	52	8	57	0.007	44.7	66.00
seq16920	MBU4355850.1	35.849	53	34	0	3	55	6	58	0.007	44.7	64.15
seq16920	MBU4447196.1	35.849	53	34	0	3	55	6	58	0.009	44.7	64.15
seq16920	MCK6599859.1	38.000	50	31	0	4	53	9	58	0.009	44.3	64.00
seq16920	MFZ9520419.1	35.294	51	33	0	3	53	5	55	0.010	44.3	66.67
seq16920	MFN7904416.1	36.735	49	31	0	5	53	10	58	0.011	41.6	65.31
seq16920	HZK13092.1	35.849	53	34	0	3	55	6	58	0.011	43.9	62.26
seq16920	MCK5450401.1	37.255	51	32	0	3	53	6	56	0.011	44.3	64.71
seq16920	MBB6609509.1	46.000	50	27	0	4	53	8	57	0.012	44.3	58.00
seq16920	WP_255481010.1	46.000	50	27	0	4	53	15	64	0.012	44.3	58.00
seq16920	MFQ5674910.1	35.294	51	33	0	3	53	8	58	0.015	43.9	58.82
seq16920	MBI2150690.1	36.000	50	32	0	4	53	9	58	0.017	43.9	64.00
seq16920	HEY3875336.1	35.294	51	33	0	3	53	7	57	0.020	43.5	66.67
seq16920	MFY8161558.1	33.333	51	34	0	3	53	8	58	0.020	43.5	60.78
seq16920	MBM4300289.1	32.075	53	36	0	3	55	6	58	0.021	43.5	64.15
seq16920	NBD37278.1	34.000	50	33	0	3	52	9	58	0.022	43.5	62.00
seq16920	WP_011166170.1	38.000	50	31	0	4	53	9	58	0.023	43.5	66.00
seq16920	MFN3695941.1	35.294	51	33	0	3	53	8	58	0.023	43.5	64.71
seq16920	WP_088563794.1	38.000	50	31	0	4	53	9	58	0.023	43.5	66.00
seq16920	WP_015092808.1	38.000	50	31	0	4	53	9	58	0.023	43.5	66.00
seq16920	WP_417863062.1	38.000	50	31	0	4	53	9	58	0.023	43.5	66.00
seq16920	OGR31487.1	33.333	51	34	0	3	53	6	56	0.024	43.1	64.71
seq16920	OGP14559.1	38.776	49	30	0	4	52	11	59	0.027	43.1	61.22
seq16920	MGA1192272.1	35.294	51	33	0	3	53	8	58	0.027	43.1	62.75
seq16920	MGA2030307.1	33.333	51	34	0	3	53	8	58	0.027	43.1	64.71
seq16920	WP_144636107.1	45.000	40	22	0	14	53	21	60	0.028	43.1	70.00
seq16920	HVU26233.1	33.333	51	34	0	3	53	8	58	0.028	43.1	64.71
seq16920	HDS02790.1	37.255	51	32	0	3	53	8	58	0.029	43.1	60.78
seq16920	CAH0714256.1	42.000	50	28	1	3	52	35	83	0.029	43.1	68.00
seq16920	NBW82493.1	33.333	51	34	0	3	53	5	55	0.029	42.7	66.67
seq16920	WP_256885726.1	33.333	45	30	0	5	49	15	59	0.029	43.1	68.89
seq16920	MDP4235173.1	33.333	51	34	0	3	53	7	57	0.031	43.1	62.75
seq16920	MBL7994527.1	31.373	51	35	0	3	53	8	58	0.031	43.1	64.71
